index	status	map_line
692	VERIFIED	0002:00562b60 ?CallbackPickupKit@_mp_loadout@@YAXVentity@Broc@@I@Z 00D52060 f mp_util_wad.o	VERIFIED: Existing player guard, scale clamping, slot reset, class update, and refill flow match IDA 0x00962B60
693	VERIFIED	0002:00563240 ?CallbackCanPickupAmmoPack@_mp_loadout@@YAHVentity@Broc@@@Z 00D52740 f mp_util_wad.o
694	VERIFIED	0002:005633d0 ?GetPrimaryClipCount@_mp_loadout@@YA?AUbint@@U2@FVstring@Broc@@@Z 00D528D0 f mp_util_wad.o	VERIFIED: Existing class/rank/team clip table matches IDA 0x009633D0
695	VERIFIED	0002:005639b0 ?GetPistolClipCount@_mp_loadout@@YA?AUbint@@U2@F@Z 00D52EB0 f mp_util_wad.o	VERIFIED: Existing rank masking, dual-pistol check, and clip counts match IDA 0x009639B0
696	VERIFIED	0002:00563a90 ?CallbackGetGrenadeCount@_mp_loadout@@YAHII@Z 00D52F90 f mp_util_wad.o	VERIFIED: Existing callback argument conversion and grenade-count forwarding match IDA 0x00963A90
697	VERIFIED	0002:00563ae0 ?GetGrenadeCount@_mp_loadout@@YA?AUbint@@U2@F@Z 00D52FE0 f mp_util_wad.o	VERIFIED: Existing class/rank grenade table matches IDA 0x00963AE0
698	VERIFIED	0002:00563e20 ?GetsDualPistols@_mp_loadout@@YA?AUbbool@@F@Z 00D53320 f mp_util_wad.o	VERIFIED: IDA 0x00963E20 always returns false; existing port matches
699	VERIFIED	0002:00563e70 ?GetRankCount@_mp_loadout@@YA?AUbint@@U2@000@Z 00D53370 f mp_util_wad.o	VERIFIED: Existing rank 1/2 selection with rank0 fallback matches IDA 0x00963E70
700	VERIFIED	0002:00563ee0 ?main@_mp_minefield@@YAXVentity@Broc@@@Z 00D533E0 f mp_util_wad.o
701	VERIFIED	0002:005640b0 ?minefield_think__functor@_mp_minefield@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D535B0 f i mp_util_wad.o	VERIFIED: Existing 0xC allocation/null guard/AeThreadFunctor1 construction matches IDA 0x009640B0
702	VERIFIED	0002:00564150 ?minefield_think@_mp_minefield@@YAXVentity@Broc@@@Z 00D53650 f mp_util_wad.o
703	VERIFIED	0002:00564260 ?IsSentient@Broc@@YAHABVentity@1@@Z 00D53760 f i mp_util_wad.o	VERIFIED: Existing handle extraction and mEntityIsSentient forwarding match IDA 0x00964260
704	VERIFIED	0002:00564290 ?minefield_kill__functor@_mp_minefield@@YAPAVAeThreadFunctor@@Ventity@Broc@@0@Z 00D53790 f i mp_util_wad.o	VERIFIED: Existing 0x10 allocation/null guard/AeThreadFunctor2 construction match IDA 0x00964290
705	VERIFIED	0002:00564330 ?minefield_kill@_mp_minefield@@YAXVentity@Broc@@0@Z 00D53830 f mp_util_wad.o
706	FIXED	0002:005645b0 ?RadiusDamage@@YAXABUvector@Broc@@MMMH@Z 00D53AB0 f i mp_util_wad.o	FIXED: IDA 0x009645B0 direct mRadiusDamage forwarding added
707	FIXED	0002:005645f0 ?main@_mp_nano@@YAXXZ 00D53AF0 f mp_util_wad.o	FIXED: IDA 0x009645F0 copies pLevel->_base.entity (or null) into WindBlowing__functor
708	FIXED	0002:00564680 ?EnableNanoForces@Broc@@YAX_N@Z 00D53B80 f i mp_util_wad.o	FIXED: IDA direct mEnableNanoForces callback and typed API slot added
709	VERIFIED	0002:005646b0 ?WindBlowing__functor@_mp_nano@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D53BB0 f i mp_util_wad.o	VERIFIED: Existing 0xC allocation/null guard/AeThreadFunctor1 construction matches IDA 0x009646B0
710	VERIFIED	0002:00564750 ?WindBlowing@_mp_nano@@YAXVentity@Broc@@@Z 00D53C50 f mp_util_wad.o
711	FIXED	0002:00564890 ?RandomIntRange@@YAHHH@Z 00D53D90 f i mp_util_wad.o	FIXED: IDA 0x00964890 direct mMathsRandomIntRange forwarding added
712	VERIFIED	0002:005648c0 ?CreateGlobalWind@_mp_nano@@YAIUvector@Broc@@Ubfloat@@@Z 00D53DC0 f mp_util_wad.o	VERIFIED: Existing global-wind id/param construction and callback call match IDA 0x009648C0
713	FIXED	0002:00564970 ?CreateNanoForce@Broc@@YAIABVstring@1@ABUvector@1@1@Z 00D53E70 f i mp_util_wad.o	FIXED: IDA 0x00964970 direct mCreateNanoForce forwarding added
714	VERIFIED	0002:005649a0 ?main@_mp_scf@@YAXVentity@Broc@@@Z 00D53EA0 f mp_util_wad.o
715	VERIFIED	0002:005658c0 ??HBroc@@YA?AVstring@0@ABV10@H@Z 00D54DC0 f i mp_util_wad.o	VERIFIED: Existing copy construction, integer append, and returned string match IDA 0x009658C0
716	VERIFIED	0002:00565960 ??HBroc@@YA?AVstring@0@ABV10@Uvector@0@@Z 00D54E60 f i mp_util_wad.o	VERIFIED: Existing null-block string, ConcatText<string,vector>, and copied return match IDA 0x00965960
717	FIXED	0002:00565a00 ?StartGame__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D54F00 f i mp_util_wad.o	FIXED: matched IDA return type AeThreadFunctor1<Broc::entity>* and constructor path at 0x00965A00
718	FIXED	0002:00565aa0 ?StartGame@_mp_scf@@YAXVentity@Broc@@@Z 00D54FA0 f mp_util_wad.o	FIXED: IDA 0x00965AA0 copies pLevel->_base.entity (or null) into RunFrame__functor
719	FIXED	0002:00565b60 ?SetupRound@_mp_scf@@YAXXZ 00D55060 f mp_util_wad.o	FIXED: IDA 0x00965B60 copies pLevel->_base.entity (or null) into WaitThenPickFlagToLaunch__functor
720	FIXED	0002:00565eb0 ?WaitThenPickFlagToLaunch__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@Ubfloat@@PBD@Z 00D553B0 f i mp_util_wad.o	FIXED: matched IDA return type AeThreadFunctor3<Broc::entity,bfloat,const char*>* and 0x14-byte constructor path at 0x00965EB0
721	VERIFIED	0002:00565f50 ?IsFlagAlive@_mp_scf@@YAHVentity@Broc@@@Z 00D55450 f mp_util_wad.o
722	VERIFIED	0002:00565f90 ?ObjectiveUpdater@_mp_scf@@YAXVentity@Broc@@@Z 00D55490 f mp_util_wad.o
723	VERIFIED	0002:005670f0 ?CallbackAreaCaptured@_mp_scf@@YAXHH@Z 00D565F0 f mp_util_wad.o
724	FIXED	0002:00567930 ?PlayTeamDialog__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Vstring@4@11Ubfloat@@@Z 00D56E30 f i mp_util_wad.o	FIXED: matched IDA return type AeThreadFunctor5<entity,string,string,string,bfloat>* and 0x1C-byte construction/destruction path at 0x00967930
725	VERIFIED	0002:00567a20 ?SubRoundEnd@_mp_scf@@YAXVentity@Broc@@@Z 00D56F20 f mp_util_wad.o	VERIFIED: matched IDA control flow, debug string, roundStarted reset, 4.0-second wait, and Code_NextRound(false) at 0x00967A20
726	VERIFIED	0002:00567a80 ?CallbackPlayerSpawn@_mp_scf@@YAXVentity@Broc@@H@Z 00D56F80 f mp_util_wad.o
727	VERIFIED	0002:00567d90 ??8Broc@@YA_NPBDABVstring@0@@Z 00D57290 f i mp_util_wad.o	VERIFIED: Existing reverse string comparison forwards to operator==(string,const char*) exactly as IDA 0x00967D90
728	VERIFIED	0002:00567dc0 ?CallbackHostMigrated@_mp_scf@@YAXXZ 00D572C0 f mp_util_wad.o
729	VERIFIED	0002:00567fc0 ?Code_SendGameStateSCF@Broc@@YAXVentity@1@HABUvector@1@10@Z 00D574C0 f i mp_util_wad.o	VERIFIED: Existing vector copies, player/holder handles, and mSendGameStateSCF argument order match IDA 0x00967FC0
730	PORTED	0002:00568040 ?GetRef@holder_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAVentity@Broc@@XZ 00D57540 f i mp_util_wad.o	PORTED: added IDA 0x00968040 GetRef key 0xFAAE111E
731	FIXED	0002:00568070 ?CallbackNextRound@_mp_scf@@YAXXZ 00D57570 f mp_util_wad.o	FIXED: IDA 0x00968070 notifies pLevel->_base.entity (or null)
732	VERIFIED	0002:00568110 ?CallbackHostOptionsChanged@_mp_scf@@YAXH@Z 00D57610 f mp_util_wad.o
733	VERIFIED	0002:00568160 ?CallbackGameState@_mp_scf@@YAXHHHHHHHHHHHHH@Z 00D57660 f mp_util_wad.o
734	VERIFIED	0002:005681d0 ?CallbackPlayerKilled@_mp_scf@@YAXVentity@Broc@@00HHH@Z 00D576D0 f mp_util_wad.o
735	VERIFIED	0002:00568290 ?CallbackPlayerLeave@_mp_scf@@YAXVentity@Broc@@@Z 00D57790 f mp_util_wad.o
736	VERIFIED	0002:00568320 ?CallbackGameStateSCF@_mp_scf@@YAXHUvector@Broc@@0Ventity@3@@Z 00D57820 f mp_util_wad.o
737	VERIFIED	0002:005684b0 ?CallbackShowFlagHint@_mp_scf@@YAHXZ 00D579B0 f mp_util_wad.o
738	VERIFIED	0002:005684e0 ?UpdateFlagAndTrigger@_mp_scf@@YAXVentity@Broc@@Uvector@3@11@Z 00D579E0 f mp_util_wad.o
739	VERIFIED	0002:00568530 ?LaunchFlagAndTrigger@_mp_scf@@YAXVentity@Broc@@Uvector@3@11@Z 00D57A30 f mp_util_wad.o
740	VERIFIED	0002:00568590 ?EntityOff@_mp_scf@@YAXVentity@Broc@@@Z 00D57A90 f mp_util_wad.o
741	VERIFIED	0002:00568610 ?CompassUnderlay@_mp_scf@@YAXVentity@Broc@@@Z 00D57B10 f mp_util_wad.o
742	VERIFIED	0002:00568870 ?IsFlagAtBase@_mp_scf@@YA?AUbbool@@Ventity@Broc@@@Z 00D57D70 f mp_util_wad.o	VERIFIED: IDA 0x00968870 matches home_position/origin subtraction, z suppression, and the 0.1 threshold
743	PORTED	0002:00568920 ?HandlePickupFlag@_mp_scf@@YAXVentity@Broc@@0HH@Z 00D57E20 f mp_util_wad.o	PORTED: replaced stub with IDA 0x00968920/C3 control flow; corrected flag entity parameter and SCF state/audio/weapon/return handling
744	VERIFIED	0002:00569740 ?CompassUnderlay__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D58C40 f i mp_util_wad.o	VERIFIED: IDA 0x00969740 matches 12-byte allocation, null check, and CompassUnderlay functor construction
745	VERIFIED	0002:005697e0 ??4pickupCaptureDelayTime_struct@__unnamed@LocalFields@mp_util_wad@@QAEABHABH@Z 00D58CE0 f i mp_util_wad.o	VERIFIED: IDA 0x009697E0 matches bint construction from rhs, SetVal<bint> key 0x4743187E, and return-rhs wrapper
746	VERIFIED	0002:00569830 ?CallbackPickupScriptItem@_mp_scf@@YAXHVentity@Broc@@H@Z 00D58D30 f mp_util_wad.o
747	VERIFIED	0002:00569b30 ?CallbackDropItem@_mp_scf@@YAXHHUvector@Broc@@00@Z 00D59030 f mp_util_wad.o
748	VERIFIED	0002:00569e10 ?WaitForFlagTimeOut__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D59310 f i mp_util_wad.o	VERIFIED: IDA 0x00969E10 matches 12-byte allocation, null check, and WaitForFlagTimeOut functor construction
749	VERIFIED	0002:00569eb0 ?GetRef@home_position_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAUvector@Broc@@XZ 00D593B0 f i mp_util_wad.o	VERIFIED: IDA 0x00969EB0 matches ExtendedEntity::GetRef<vector> key 0xE42FE83D
750	VERIFIED	0002:00569ee0 ?CallbackDropFlag@_mp_scf@@YAXVentity@Broc@@@Z 00D593E0 f mp_util_wad.o
751	VERIFIED	0002:00569f10 ?HandleDropFlag@_mp_scf@@YAXVentity@Broc@@@Z 00D59410 f mp_util_wad.o
752	VERIFIED	0002:0056a270 ?WaitForFlagTimeOut@_mp_scf@@YAXVentity@Broc@@@Z 00D59770 f mp_util_wad.o
753	VERIFIED	0002:0056a390 ?PickupFlag@_mp_scf@@YAXVentity@Broc@@0@Z 00D59890 f mp_util_wad.o
754	VERIFIED	0002:0056a640 ?WaitForNoTouchFlag__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D59B40 f i mp_util_wad.o	VERIFIED: IDA 0x0096A640 matches 12-byte allocation, null check, and WaitForNoTouchFlag functor construction
755	VERIFIED	0002:0056a6e0 ?Goal@_mp_scf@@YAXVentity@Broc@@0@Z 00D59BE0 f mp_util_wad.o
756	VERIFIED	0002:0056ac20 ?Get@pickupCaptureDelayTime_struct@__unnamed@LocalFields@mp_util_wad@@QBE?BUbint@@XZ 00D5A120 f i mp_util_wad.o	VERIFIED: IDA 0x0096AC20 matches GetVal<bint> key 0x4743187E, result copy, and return
757	FIXED	0002:0056ac60 ?WaitThenPickFlagToLaunch@_mp_scf@@YAXVentity@Broc@@Ubfloat@@PBD@Z 00D5A160 f mp_util_wad.o	FIXED: IDA 0x0096AC60 uses pLevel->_base.entity (or null) for notify/endon
758	VERIFIED	0002:0056ad50 ?PickFlagToLaunch@_mp_scf@@YAXXZ 00D5A250 f mp_util_wad.o
759	PORTED	0002:0056ae40 ?Code_HostDropItem@Broc@@YAXHHABUvector@1@00@Z 00D5A340 f i mp_util_wad.o	PORTED: added IDA 0x0096AE40 direct mHostDropItem2 forwarding wrapper
760	VERIFIED	0002:0056ae80 ?GetRef@home_angles_struct@__unnamed@LocalFields@mp_util_wad@@QAEAAUvector@Broc@@XZ 00D5A380 f i mp_util_wad.o	VERIFIED: IDA 0x0096AE80 matches ExtendedEntity::GetRef<vector> key 0x385575E2
761	VERIFIED	0002:0056aeb0 ?LaunchFlag@_mp_scf@@YAXUbint@@Uvector@Broc@@11@Z 00D5A3B0 f mp_util_wad.o	VERIFIED: IDA 0x0096AEB0 matches ResetFlags, current_flag assignment, ObjectiveRing(2,-1), velocity length branch, and indexed flag dispatch
762	VERIFIED	0002:0056b020 ?InitializeFlags@_mp_scf@@YAXXZ 00D5A520 f mp_util_wad.o
763	VERIFIED	0002:0056b3c0 ?ResetFlags@_mp_scf@@YAXXZ 00D5A8C0 f mp_util_wad.o	VERIFIED: IDA 0x0096B3C0 matches SCF flag iteration, holder sound-stop/reset, UnlinkFlag, EntityOff, and BOOL/int false return
764	VERIFIED	0002:0056b5a0 ?CallbackPlayerJoin@_mp_scf@@YAXVentity@Broc@@IH@Z 00D5AAA0 f mp_util_wad.o
765	VERIFIED	0002:0056b680 ?ObjectiveUpdater__functor@_mp_scf@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D5AB80 f i mp_util_wad.o	VERIFIED: IDA 0x0096B680 matches 12-byte allocation, null check, and ObjectiveUpdater functor construction
766	VERIFIED	0002:0056b720 ?CallbackPlayerEnter@_mp_scf@@YAXVentity@Broc@@H@Z 00D5AC20 f mp_util_wad.o
767	VERIFIED	0002:0056b850 ?UnlinkFlag@_mp_scf@@YAXVentity@Broc@@@Z 00D5AD50 f mp_util_wad.o
768	VERIFIED	0002:0056bb30 ?DestroyIcon@_mp_scf@@YAXVentity@Broc@@@Z 00D5B030 f mp_util_wad.o
769	VERIFIED	0002:0056bb80 ?WaitForNoTouchFlag@_mp_scf@@YAXVentity@Broc@@@Z 00D5B080 f mp_util_wad.o
770	PORTED	0002:0056bcd0 ?RenderFlagInfo@_mp_scf@@YAXVentity@Broc@@Ubint@@1@Z 00D5B1D0 f mp_util_wad.o
771	VERIFIED	0002:0056c140 ?CallbackDebugRender@_mp_scf@@YAXXZ 00D5B640 f mp_util_wad.o
772	VERIFIED	0002:0056c9a0 ?main@_mp_shellshock@@YAXXZ 00D5BEA0 f mp_util_wad.o
773	PORTED	0002:0056c9c0 ?ShellshockOnDamage@_mp_shellshock@@YAXVentity@Broc@@Ubint@@1@Z 00D5BEC0 f mp_util_wad.o
774	PORTED	0002:0056cc60 ?ShellShock@Broc@@YAXABVentity@1@ABVstring@1@M@Z 00D5C160 f i mp_util_wad.o
775	PORTED	0002:0056cca0 ?blur_view@_mp_shellshock@@YAXVentity@Broc@@Ubfloat@@@Z 00D5C1A0 f mp_util_wad.o
776	VERIFIED	0002:0056ccc0 ?GetSpawnpointRandom@_mp_spawnlogic@@YA?AVentity@Broc@@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5C1C0 f mp_util_wad.o	VERIFIED: IDA 0x0096CCC0 matches cg_debugSpawnPoints dispatch and no-telefrag overload selection
777	VERIFIED	0002:0056cd30 ?GetSpawnpointRandom@_mp_spawnlogic@@YA?AVentity@Broc@@AAV?$dyn_array@Ventity@Broc@@@3@Ubbool@@@Z 00D5C230 f mp_util_wad.o	VERIFIED: IDA 0x0096CD30 matches random shuffle, ignoreTeleFrag filtering, and result construction
778	PORTED	0002:0056cf50 ?Code_PositionWouldTelefrag@Broc@@YA_NABUvector@1@@Z 00D5C450 f i mp_util_wad.o	PORTED: added IDA 0x0096CF50 direct mPositionWouldTelefrag callback; added BrocAPI slot at IDA offset 0x3E0
779	FIXED	0002:0056cf80 ?GetSpawnpointNearest@_mp_spawnlogic@@YA?AVentity@Broc@@AAV?$dyn_array@Ventity@Broc@@@3@Uvector@3@Ubbool@@@Z 00D5C480 f mp_util_wad.o	FIXED: matched IDA 0x0096CF80 distance search and corrected initial sentinel from 100000 to literal 0x1869F (99999)
780	VERIFIED	0002:0056d180 ?GetSpawnpointInOrder@_mp_spawnlogic@@YA?AVentity@Broc@@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5C680 f mp_util_wad.o	VERIFIED: IDA 0x0096D180 matches index rollover, assertions/messages, post-increment, and result selection
781	VERIFIED	0002:0056d2c0 ?GetSpawnpointDM@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5C7C0 f mp_util_wad.o	VERIFIED: IDA 0x0096D2C0 matches debug-order path, alive-player filtering, telefrag/last-spawn filtering, distance scoring, weighted selection, lastspawnpoint update, and cleanup
782	VERIFIED	0002:0056dd50 ?GetSpawnpointNearTeamAntiCamp@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@ABVstring@3@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5D250 f mp_util_wad.o	VERIFIED: IDA 0x0096DD50 matches 12000ms anti-camp window, 0.5 probability, and SemiRandom/NearTeam dispatch
783	VERIFIED	0002:0056de80 ?GetSpawnpointNearTeam@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@ABVstring@3@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5D380 f mp_util_wad.o	VERIFIED: IDA 0x0096DE80 matches team detection, SemiRandom fallback, telefrag filtering, weighted distance scoring, -33554432 sentinel, and random fallback
784	VERIFIED	0002:0056e570 ?GetSpawnpointSemiRandom@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@ABVstring@3@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5DA70 f mp_util_wad.o	VERIFIED: IDA 0x0096E570 matches debug-order/empty handling, alive-player filtering, telefrag filtering, 4,000,000 distance threshold, and random fallback
785	VERIFIED	0002:0056e9c0 ?get_spawnpoint_near_team_away_from_radios@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@ABVstring@3@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5DEC0 f mp_util_wad.o	VERIFIED: IDA 0x0096E9C0 matches alive-player scoring, -37483274 invalid sentinel, HQ-stage biases/exclusions, ascending sort, and middle-third fallback
786	VERIFIED	0002:0056f6c0 ?get_spawnpoint_middle_third@_mp_spawnlogic@@YA?AVentity@Broc@@AAV23@ABVstring@3@AAV?$dyn_array@Ventity@Broc@@@3@@Z 00D5EBC0 f mp_util_wad.o	VERIFIED: IDA 0x0096F6C0 matches state exclusions, opposing-team badspot collection, 1,000,000 sentinel, z scaling, late-opponent weighting, sort, and middle-third selection
787	VERIFIED	0002:00570140 ?main@_mp_tankdrive@@YAXXZ 00D5F640 f mp_util_wad.o
788	VERIFIED	0002:00570160 ?init_all_tanks@_mp_tankdrive@@YAXXZ 00D5F660 f mp_util_wad.o
789	FIXED	0002:005702c0 ?SetMaxVehicles@@YAXH@Z 00D5F7C0 f i mp_util_wad.o	FIXED: IDA 0x009702C0 calls BrocAPI::mSetMaxVehicles at offset 0x5C4; added the typed API member and matched the dispatch
790	VERIFIED	0002:005702f0 ?init_tank@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D5F7F0 f mp_util_wad.o
791	VERIFIED	0002:00570800 ?Get@model_struct@__unnamed@entity@Broc@@QBE?BVstring@4@XZ 00D5FD00 f i mp_util_wad.o	VERIFIED: IDA 0x00970800 matches m_entity_get_model, result string copy, temporary destruction, and return
792	VERIFIED	0002:005708b0 ?BlowUpIfFlipped__functor@_mp_tankdrive@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D5FDB0 f i mp_util_wad.o	VERIFIED: IDA 0x009708B0 allocates 0xC bytes and constructs AeThreadFunctor1<entity> with _mp_tankdrive::BlowUpIfFlipped
793	VERIFIED	0002:00570950 ?VehicleDamagedEffects__functor@_mp_tankdrive@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D5FE50 f i mp_util_wad.o	VERIFIED: IDA 0x00970950 allocates 0xC bytes and constructs AeThreadFunctor1<entity> with _mp_tankdrive::VehicleDamagedEffects
794	VERIFIED	0002:005709f0 ?BlowUpIfUnderWorld__functor@_mp_tankdrive@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D5FEF0 f i mp_util_wad.o	VERIFIED: IDA 0x009709F0 allocates 0xC bytes and constructs AeThreadFunctor1<entity> with _mp_tankdrive::BlowUpIfUnderWorld
795	VERIFIED	0002:00570a90 ?fire@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D5FF90 f mp_util_wad.o
796	PORTED	0002:00570ae0 ?FireTurret@Broc@@YAXABVentity@1@@Z 00D5FFE0 f i mp_util_wad.o	PORTED: added IDA 0x00970AE0 wrapper calling mFireTurret(GetHandle(), false)
797	FIXED	0002:00570b10 ?BlowUpIfUnderWorld@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D60010 f mp_util_wad.o	FIXED: IDA 0x00970B10 passes pLevel->_base.entity (or null) to DoDamage
798	PORTED	0002:00570c60 ?GetOrigin@Broc@@YA?AUvector@1@ABVentity@1@@Z 00D60160 f i mp_util_wad.o	PORTED: added IDA 0x00970C60 wrapper with temporary vector, mGetOrigin callback, and result copy
799	VERIFIED	0002:00570cc0 ?BlowUpIfFlipped@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D601C0 f mp_util_wad.o
800	PORTED	0002:00570e80 ?IsVehicleFlipped@Broc@@YA_NABVentity@1@@Z 00D60380 f i mp_util_wad.o	PORTED: added IDA 0x00970E80 wrapper forwarding mIsVehicleFlipped(GetHandle())
801	PORTED	0002:00570eb0 ?VehicleRespawnClear@_mp_tankdrive@@YA?AUbint@@Ventity@Broc@@Uvector@4@@Z 00D603B0 f mp_util_wad.o
802	VERIFIED	0002:005712a0 ?Get@takedamage_struct@__unnamed@entity@Broc@@QBE?BUbint@@XZ 00D607A0 f i mp_util_wad.o	VERIFIED: IDA 0x009712A0 matches m_entity_get_takedamage, bint construction, and result return
803	VERIFIED	0002:005712e0 ?HostSafeVehicleRespawn@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D607E0 f mp_util_wad.o
804	VERIFIED	0002:005713a0 ?Get@rotate_struct@__unnamed@entity@Broc@@QBE?BUvector@4@XZ 00D608A0 f i mp_util_wad.o	VERIFIED: IDA 0x009713A0 matches m_entity_get_rotate temporary vector copy and result return
805	PORTED	0002:005713f0 ?Code_BroadcastVehicleRespawn@Broc@@YAXVentity@1@@Z 00D608F0 f i mp_util_wad.o	PORTED: added IDA 0x009713F0 wrapper forwarding mBroadcastVehicleRespawn(GetHandle())
806	PORTED	0002:00571420 ?Code_RespawnVehicle@Broc@@YAXABVentity@1@@Z 00D60920 f i mp_util_wad.o	PORTED: added IDA 0x00971420 wrapper forwarding mRespawnVehicle(GetHandle())
807	VERIFIED	0002:00571450 ?death@_mp_tankdrive@@YAXVentity@Broc@@0@Z 00D60950 f mp_util_wad.o
808	PORTED	0002:005717b0 ?RadiusDamageFromEnt@@YAXABVentity@Broc@@ABUvector@2@MMMH@Z 00D60CB0 f i mp_util_wad.o	PORTED: added IDA 0x009717B0 wrapper forwarding mRadiusDamageFromEnt(GetHandle(), origin, range, max, min, damageType)
809	VERIFIED	0002:00571800 ?damage@_mp_tankdrive@@YAXVentity@Broc@@Ubint@@01@Z 00D60D00 f mp_util_wad.o	VERIFIED: IDA 0x00971800 matches health+damage > 0 gate and local_player_hit_effects(self, damage, mod); attacker is unused
810	VERIFIED	0002:00571890 ?VehicleDamagedEffects@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D60D90 f mp_util_wad.o	VERIFIED: IDA 0x00971890 matches health thresholds, damage-effect stop/play transitions, wait loop, and effect selection
811	VERIFIED	0002:00571f80 ??D@YA?AUbfloat@@Ubint@@M@Z 00D61480 f i mp_util_wad.o	VERIFIED: IDA 0x00971F80 matches bint-to-int conversion, float multiply, and bfloat construction
812	VERIFIED	0002:00571fc0 ??M@YA?AUbbool@@Ubint@@Ubfloat@@@Z 00D614C0 f i mp_util_wad.o	VERIFIED: IDA 0x00971FC0 matches bfloat-to-float conversion and bbool(rhs float > lhs int)
813	VERIFIED	0002:00572020 ?inactivity_blowup@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D61520 f mp_util_wad.o
814	FIXED	0002:005720a0 ?local_player_hit_effects@_mp_tankdrive@@YAXVentity@Broc@@Ubint@@1@Z 00D615A0 f mp_util_wad.o	FIXED: matched IDA 0x009720A0 one-time damage-scaled earthquake and rumble timing initialization
815	FIXED	0002:005725c0 ?Code_GetPlayerInSeat@Broc@@YA?AVentity@1@V21@I@Z 00D61AC0 f i mp_util_wad.o	FIXED: matched IDA 0x009725C0 unsigned seat parameter
816	VERIFIED	0002:00572600 ?Rumble@@YAXABVstring@Broc@@MV12@MH@Z 00D61B00 f i mp_util_wad.o	VERIFIED: IDA 0x00972600 forwards both note strings/durations and destroys the by-value high-frequency string
817	VERIFIED	0002:00572680 ?Earthquake@@YAXMMABUvector@Broc@@MH@Z 00D61B80 f i mp_util_wad.o	VERIFIED: IDA 0x00972680 forwards scale, duration, source, radius, and player index
818	VERIFIED	0002:005726c0 ?bigsplash@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D61BC0 f mp_util_wad.o
819	FIXED	0002:00572780 ?fireydeath@_mp_tankdrive@@YAXVentity@Broc@@0@Z 00D61C80 f mp_util_wad.o	FIXED: matched IDA 0x00972780 string endon overload and release thread line 428
820	VERIFIED	0002:00572ab0 ?endon@Broc@@YAXVentity@1@ABVstring@1@@Z 00D61FB0 f i mp_util_wad.o	VERIFIED: IDA 0x00972AB0 forwards c_str() to the const-char endon overload
821	VERIFIED	0002:00572af0 ?deleteonextinguish__functor@_mp_tankdrive@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D61FF0 f i mp_util_wad.o	VERIFIED: IDA 0x00972AF0 matches 0xC-byte AeThreadFunctor1 allocation, null check, and deleteonextinguish constructor
822	FIXED	0002:00572b90 ?deleteonextinguish@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D62090 f mp_util_wad.o	FIXED: IDA 0x00972B90 waits on pLevel->_base.entity (or null)
823	VERIFIED	0002:00572c20 ?setup_effects@_mp_tankdrive@@YAXVentity@Broc@@@Z 00D62120 f mp_util_wad.o
824	VERIFIED	0002:00573280 ?main@_mp_tdm@@YAXVentity@Broc@@@Z 00D62780 f mp_util_wad.o
825	VERIFIED	0002:00573350 ?StartGame__functor@_mp_tdm@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D62850 f i mp_util_wad.o	VERIFIED: IDA 0x00973350 matches 0xC-byte AeThreadFunctor1 allocation, null check, and _mp_tdm::StartGame constructor
